,PLAYER_ID,PLAYER_NAME,STARTER_GAMES,BENCH_GAMES,TOTAL_GAMES,PERCENT_STARTS,STARTER
0,203932,Aaron Gordon,37.0,41.0,78.0,0.47435897435897434,IN_BETWEEN
1,203940,Adreian Payne,2.0,50.0,52.0,0.038461538461538464,NO
2,201143,Al Horford,82.0,0.0,82.0,1.0,YES
3,2744,Al Jefferson,18.0,29.0,47.0,0.3829787234042553,IN_BETWEEN
4,202329,Al-Farouq Aminu,82.0,0.0,82.0,1.0,YES
5,202692,Alec Burks,3.0,28.0,31.0,0.0967741935483871,NO
6,203458,Alex Len,46.0,32.0,78.0,0.5897435897435898,IN_BETWEEN
7,201582,Alexis Ajinca,17.0,42.0,59.0,0.288135593220339,IN_BETWEEN
8,203459,Allen Crabbe,8.0,73.0,81.0,0.09876543209876543,NO
9,202087,Alonzo Gee,38.0,35.0,73.0,0.5205479452054794,IN_BETWEEN
10,2405,Amar'e Stoudemire,36.0,16.0,52.0,0.6923076923076923,IN_BETWEEN
11,101161,Amir Johnson,76.0,3.0,79.0,0.9620253164556962,YES
12,203083,Andre Drummond,81.0,0.0,81.0,1.0,YES
13,2738,Andre Iguodala,1.0,64.0,65.0,0.015384615384615385,NO
14,1889,Andre Miller,4.0,35.0,39.0,0.10256410256410256,NO
15,203460,Andre Roberson,70.0,0.0,70.0,1.0,YES
16,101106,Andrew Bogut,66.0,4.0,70.0,0.9428571428571428,YES
17,203952,Andrew Wiggins,81.0,0.0,81.0,1.0,YES
18,1626148,Anthony Brown,11.0,18.0,29.0,0.3793103448275862,IN_BETWEEN
19,203076,Anthony Davis,61.0,0.0,61.0,1.0,YES
20,201627,Anthony Morrow,6.0,62.0,68.0,0.08823529411764706,NO
21,201229,Anthony Tolliver,5.0,67.0,72.0,0.06944444444444445,NO
22,203462,Archie Goodwin,13.0,44.0,57.0,0.22807017543859648,IN_BETWEEN
23,203382,Aron Baynes,1.0,80.0,81.0,0.012345679012345678,NO
24,201167,Arron Afflalo,57.0,14.0,71.0,0.8028169014084507,YES
25,203085,Austin Rivers,7.0,60.0,67.0,0.1044776119402985,NO
26,202340,Avery Bradley,72.0,4.0,76.0,0.9473684210526315,YES
27,203463,Ben McLemore,53.0,15.0,68.0,0.7794117647058824,IN_BETWEEN
28,2757,Beno Udrih,5.0,39.0,44.0,0.11363636363636363,NO
29,202687,Bismack Biyombo,22.0,60.0,82.0,0.2682926829268293,IN_BETWEEN
30,201933,Blake Griffin,35.0,0.0,35.0,1.0,YES
31,1626246,Boban Marjanovic,4.0,50.0,54.0,0.07407407407407407,NO
32,1626171,Bobby Portis,4.0,58.0,62.0,0.06451612903225806,NO
33,202711,Bojan Bogdanovic,39.0,40.0,79.0,0.4936708860759494,IN_BETWEEN
34,2564,Boris Diaw,4.0,72.0,76.0,0.05263157894736842,NO
35,203078,Bradley Beal,35.0,20.0,55.0,0.6363636363636364,IN_BETWEEN
36,201148,Brandan Wright,2.0,10.0,12.0,0.16666666666666666,NO
37,201943,Brandon Jennings,7.0,41.0,48.0,0.14583333333333334,NO
38,202688,Brandon Knight,50.0,2.0,52.0,0.9615384615384616,YES
39,201575,Brandon Rush,25.0,47.0,72.0,0.3472222222222222,IN_BETWEEN
40,1627362,Briante Weber,4.0,3.0,7.0,0.5714285714285714,IN_BETWEEN
41,201572,Brook Lopez,73.0,0.0,73.0,1.0,YES
42,203998,Bruno Caboclo,1.0,5.0,6.0,0.16666666666666666,NO
43,1626214,Bryce Dejean-Jones,11.0,3.0,14.0,0.7857142857142857,IN_BETWEEN
44,201228,C.J. Watson,2.0,31.0,33.0,0.06060606060606061,NO
45,203468,CJ McCollum,80.0,0.0,80.0,1.0,YES
46,101139,CJ Miles,24.0,40.0,64.0,0.375,IN_BETWEEN
47,203946,Cameron Bairstow,2.0,16.0,18.0,0.1111111111111111,NO
48,1626166,Cameron Payne,1.0,56.0,57.0,0.017543859649122806,NO
49,201171,Carl Landry,12.0,24.0,36.0,0.3333333333333333,IN_BETWEEN
