,PLAYER_ID,PLAYER_NAME,STARTER_GAMES,BENCH_GAMES,TOTAL_GAMES,PERCENT_STARTS,STARTER
323,2223,Samuel Dalembert,21.0,11.0,32.0,0.65625,IN_BETWEEN
324,2742,Sebastian Telfair,1.0,15.0,16.0,0.0625,NO
325,201586,Serge Ibaka,64.0,0.0,64.0,1.0,YES
326,203508,Sergey Karasev,16.0,17.0,33.0,0.48484848484848486,IN_BETWEEN
327,203498,Shabazz Muhammad,13.0,25.0,38.0,0.34210526315789475,IN_BETWEEN
328,203894,Shabazz Napier,10.0,41.0,51.0,0.19607843137254902,NO
329,203499,Shane Larkin,22.0,54.0,76.0,0.2894736842105263,IN_BETWEEN
330,200769,Shannon Brown,2.0,3.0,5.0,0.4,IN_BETWEEN
331,2733,Shaun Livingston,2.0,76.0,78.0,0.02564102564102564,NO
332,1890,Shawn Marion,24.0,33.0,57.0,0.42105263157894735,IN_BETWEEN
333,200761,Shawne Williams,22.0,41.0,63.0,0.3492063492063492,IN_BETWEEN
334,203524,Solomon Hill,78.0,4.0,82.0,0.9512195121951219,YES
335,203915,Spencer Dinwiddie,1.0,33.0,34.0,0.029411764705882353,NO
336,201150,Spencer Hawes,15.0,58.0,73.0,0.2054794520547945,IN_BETWEEN
337,201939,Stephen Curry,80.0,0.0,80.0,1.0,YES
338,203500,Steven Adams,67.0,3.0,70.0,0.9571428571428572,YES
339,203933,TJ Warren,1.0,39.0,40.0,0.025,NO
340,201959,Taj Gibson,17.0,45.0,62.0,0.27419354838709675,IN_BETWEEN
341,204028,Tarik Black,39.0,24.0,63.0,0.6190476190476191,IN_BETWEEN
342,2419,Tayshaun Prince,16.0,42.0,58.0,0.27586206896551724,IN_BETWEEN
343,203093,Terrence Jones,24.0,9.0,33.0,0.7272727272727273,IN_BETWEEN
344,203082,Terrence Ross,61.0,21.0,82.0,0.7439024390243902,IN_BETWEEN
345,200757,Thabo Sefolosha,7.0,45.0,52.0,0.1346153846153846,NO
346,201152,Thaddeus Young,68.0,8.0,76.0,0.8947368421052632,YES
347,203080,Thomas Robinson,4.0,50.0,54.0,0.07407407407407407,NO
348,201168,Tiago Splitter,35.0,17.0,52.0,0.6730769230769231,IN_BETWEEN
349,1495,Tim Duncan,77.0,0.0,77.0,1.0,YES
350,204025,Tim Frazier,3.0,8.0,11.0,0.2727272727272727,IN_BETWEEN
351,203501,Tim Hardaway Jr.,30.0,40.0,70.0,0.42857142857142855,IN_BETWEEN
