,PLAYER_ID,C,G,F,checker
0,201166,0.0,1.0,0.0,1.0
1,203932,0.0,0.0,1.0,1.0
2,1626151,0.0,1.0,0.0,1.0
3,1628935,0.0,1.0,0.0,1.0
4,1627846,0.0,0.0,1.0,1.0
5,203940,0.0,0.0,1.0,1.0
6,201143,1.0,0.0,0.0,1.0
7,2744,1.0,0.0,0.0,1.0
8,202329,0.0,0.0,1.0,1.0
9,1626210,1.0,0.0,0.0,1.0
10,202692,0.0,1.0,0.0,1.0
11,1628409,0.0,0.0,1.0,1.0
12,203518,0.0,1.0,0.0,1.0
13,1627936,0.0,1.0,0.0,1.0
14,203458,1.0,0.0,0.0,1.0
15,1627816,0.0,0.0,1.0,1.0
16,1628035,0.0,0.0,1.0,1.0
17,203459,0.0,1.0,0.0,1.0
18,101161,1.0,0.0,0.0,1.0
19,203083,1.0,0.0,0.0,1.0
20,2738,0.0,1.0,0.0,1.0
21,201281,0.0,1.0,0.0,1.0
22,203460,0.0,1.0,0.0,1.0
23,101106,1.0,0.0,0.0,1.0
24,1626150,0.0,1.0,0.0,1.0
25,1628510,0.0,0.0,1.0,1.0
26,203952,0.0,0.0,1.0,1.0
27,1627790,1.0,0.0,0.0,1.0
28,1626148,0.0,1.0,0.0,1.0
29,203076,1.0,0.0,0.0,1.0
30,201229,0.0,0.0,1.0,1.0
31,1628469,0.0,1.0,0.0,1.0
32,1628499,0.0,1.0,0.0,1.0
33,203382,1.0,0.0,0.0,1.0
34,201167,0.0,1.0,0.0,1.0
35,203085,0.0,1.0,0.0,1.0
36,202340,0.0,1.0,0.0,1.0
37,1628389,1.0,0.0,0.0,1.0
38,203463,0.0,1.0,0.0,1.0
39,1628500,0.0,0.0,1.0,1.0
40,1627732,0.0,1.0,0.0,1.0
41,202687,1.0,0.0,0.0,1.0
42,201933,0.0,0.0,1.0,1.0
43,1626246,1.0,0.0,0.0,1.0
44,201628,0.0,1.0,0.0,1.0
45,1626171,0.0,0.0,1.0,1.0
46,203992,0.0,1.0,0.0,1.0
47,202711,0.0,1.0,0.0,1.0
48,203078,0.0,1.0,0.0,1.0
49,201148,1.0,0.0,0.0,1.0
50,1627742,0.0,1.0,0.0,1.0
51,201943,0.0,1.0,0.0,1.0
52,203464,0.0,1.0,0.0,1.0
53,1627362,0.0,1.0,0.0,1.0
54,1627744,0.0,0.0,1.0,1.0
55,201572,1.0,0.0,0.0,1.0
56,203998,0.0,0.0,1.0,1.0
57,1627854,0.0,1.0,0.0,1.0
58,1627741,0.0,1.0,0.0,1.0
59,203710,0.0,1.0,0.0,1.0
60,203468,0.0,1.0,0.0,1.0
61,101139,0.0,1.0,0.0,1.0
62,1628403,1.0,0.0,0.0,1.0
63,1626166,0.0,1.0,0.0,1.0
64,1627747,0.0,1.0,0.0,1.0
65,2546,0.0,0.0,1.0,1.0
66,1626224,0.0,1.0,0.0,1.0
67,202718,0.0,0.0,1.0,1.0
68,101112,0.0,0.0,1.0,1.0
69,1628429,0.0,1.0,0.0,1.0
70,1627767,0.0,0.0,1.0,1.0
71,1627778,1.0,0.0,0.0,1.0
72,1628449,0.0,0.0,1.0,1.0
73,1626191,0.0,0.0,1.0,1.0
74,101108,0.0,1.0,0.0,1.0
75,203991,1.0,0.0,0.0,1.0
76,203469,1.0,0.0,0.0,1.0
77,202332,1.0,0.0,0.0,1.0
78,201147,0.0,1.0,0.0,1.0
79,202709,0.0,1.0,0.0,1.0
80,201584,0.0,1.0,0.0,1.0
81,1626245,1.0,0.0,0.0,1.0
82,1626156,0.0,1.0,0.0,1.0
83,201571,0.0,1.0,0.0,1.0
84,1628391,0.0,0.0,1.0,1.0
85,1626177,1.0,0.0,0.0,1.0
86,1627745,1.0,0.0,0.0,1.0
87,203081,0.0,1.0,0.0,1.0
88,2863,0.0,1.0,0.0,1.0
89,1627814,0.0,1.0,0.0,1.0
90,1628422,0.0,1.0,0.0,1.0
91,1627772,0.0,1.0,0.0,1.0
92,1628464,1.0,0.0,0.0,1.0
93,201568,0.0,0.0,1.0,1.0
94,201980,0.0,1.0,0.0,1.0
95,201967,0.0,0.0,1.0,1.0
96,203957,0.0,1.0,0.0,1.0
97,1627863,0.0,1.0,0.0,1.0
98,203967,0.0,0.0,1.0,1.0
99,203121,0.0,0.0,1.0,1.0
100,201589,0.0,0.0,1.0,1.0
101,201954,0.0,1.0,0.0,1.0
102,1626199,0.0,1.0,0.0,1.0
103,1628021,0.0,0.0,1.0,1.0
104,204065,0.0,1.0,0.0,1.0
105,2561,0.0,0.0,1.0,1.0
106,202722,1.0,0.0,0.0,1.0
107,1628432,0.0,1.0,0.0,1.0
108,1628368,0.0,1.0,0.0,1.0
109,201599,1.0,0.0,0.0,1.0
110,202732,0.0,1.0,0.0,1.0
111,1627761,0.0,1.0,0.0,1.0
112,201942,0.0,1.0,0.0,1.0
113,202326,1.0,0.0,0.0,1.0
114,201960,0.0,0.0,1.0,1.0
115,1627749,0.0,1.0,0.0,1.0
116,1626153,0.0,1.0,0.0,1.0
117,1627743,0.0,1.0,0.0,1.0
118,203471,0.0,1.0,0.0,1.0
119,1628372,0.0,1.0,0.0,1.0
120,1627756,0.0,0.0,1.0,1.0
121,202324,1.0,0.0,0.0,1.0
122,1627884,0.0,1.0,0.0,1.0
123,201565,0.0,1.0,0.0,1.0
124,1628476,0.0,1.0,0.0,1.0
125,1628401,0.0,1.0,0.0,1.0
126,202682,0.0,0.0,1.0,1.0
127,1626164,0.0,1.0,0.0,1.0
128,2734,0.0,1.0,0.0,1.0
129,1628421,0.0,0.0,1.0,1.0
130,203473,1.0,0.0,0.0,1.0
131,1627738,1.0,0.0,0.0,1.0
132,1628415,0.0,1.0,0.0,1.0
133,203079,0.0,1.0,0.0,1.0
134,1717,1.0,0.0,0.0,1.0
135,1627734,1.0,0.0,0.0,1.0
136,1628378,0.0,1.0,0.0,1.0
137,1627827,0.0,0.0,1.0,1.0
138,203926,0.0,0.0,1.0,1.0
139,1627733,0.0,0.0,1.0,1.0
140,203110,0.0,0.0,1.0,1.0
141,1628407,0.0,0.0,1.0,1.0
142,202779,0.0,1.0,0.0,1.0
143,2730,1.0,0.0,0.0,1.0
144,203939,1.0,0.0,0.0,1.0
145,2548,0.0,1.0,0.0,1.0
146,202734,0.0,1.0,0.0,1.0
147,202334,1.0,0.0,0.0,1.0
148,1628410,0.0,1.0,0.0,1.0
149,202327,1.0,0.0,0.0,1.0
150,203901,0.0,1.0,0.0,1.0
151,2731,1.0,0.0,0.0,1.0
152,1626144,0.0,1.0,0.0,1.0
153,202683,1.0,0.0,0.0,1.0
154,202339,0.0,1.0,0.0,1.0
155,201569,0.0,1.0,0.0,1.0
156,203961,1.0,0.0,0.0,1.0
157,1628571,0.0,0.0,1.0,1.0
158,101141,0.0,0.0,1.0,1.0
159,203095,0.0,1.0,0.0,1.0
160,202323,0.0,1.0,0.0,1.0
161,1626163,1.0,0.0,0.0,1.0
162,1628412,0.0,1.0,0.0,1.0
163,1628373,0.0,1.0,0.0,1.0
164,1627832,0.0,1.0,0.0,1.0
165,1627788,0.0,1.0,0.0,1.0
166,202066,0.0,1.0,0.0,1.0
167,203914,0.0,1.0,0.0,1.0
168,1627780,0.0,1.0,0.0,1.0
169,201588,0.0,1.0,0.0,1.0
170,1627777,0.0,0.0,1.0,1.0
171,1627834,1.0,0.0,0.0,1.0
172,101123,0.0,1.0,0.0,1.0
173,1628492,0.0,1.0,0.0,1.0
174,203507,0.0,0.0,1.0,1.0
175,203922,0.0,1.0,0.0,1.0
176,201609,0.0,1.0,0.0,1.0
177,202330,0.0,0.0,1.0,1.0
178,203476,1.0,0.0,0.0,1.0
179,202328,1.0,0.0,0.0,1.0
180,1627824,0.0,0.0,1.0,1.0
181,203084,0.0,0.0,1.0,1.0
182,202355,1.0,0.0,0.0,1.0
183,1627740,0.0,0.0,1.0,1.0
184,203546,0.0,1.0,0.0,1.0
185,101133,1.0,0.0,0.0,1.0
186,1628387,1.0,0.0,0.0,1.0
187,202697,0.0,1.0,0.0,1.0
188,203477,0.0,1.0,0.0,1.0
189,1628439,0.0,0.0,1.0,1.0
190,1627819,0.0,1.0,0.0,1.0
191,202738,0.0,1.0,0.0,1.0
192,1627785,0.0,1.0,0.0,1.0
193,202397,0.0,1.0,0.0,1.0
194,1628397,0.0,0.0,1.0,1.0
195,1627826,1.0,0.0,0.0,1.0
196,200826,0.0,1.0,0.0,1.0
197,200755,0.0,1.0,0.0,1.0
198,2747,0.0,1.0,0.0,1.0
199,203960,0.0,0.0,1.0,1.0
200,203210,0.0,0.0,1.0,1.0
201,201580,1.0,0.0,0.0,1.0
202,1628444,0.0,1.0,0.0,1.0
203,203953,0.0,0.0,1.0,1.0
204,204022,1.0,0.0,0.0,1.0
205,1626643,0.0,1.0,0.0,1.0
206,1628451,0.0,0.0,1.0,1.0
207,203109,0.0,0.0,1.0,1.0
208,1626143,1.0,0.0,0.0,1.0
209,1627774,0.0,0.0,1.0,1.0
210,1627751,1.0,0.0,0.0,1.0
211,1627883,0.0,0.0,1.0,1.0
212,2037,0.0,1.0,0.0,1.0
213,1627750,0.0,1.0,0.0,1.0
214,1627866,0.0,0.0,1.0,1.0
215,2749,0.0,1.0,0.0,1.0
216,1628503,0.0,1.0,0.0,1.0
217,203516,0.0,0.0,1.0,1.0
218,201935,0.0,1.0,0.0,1.0
219,201949,0.0,0.0,1.0,1.0
220,203949,0.0,0.0,1.0,1.0
221,1627821,0.0,0.0,1.0,1.0
222,203923,0.0,1.0,0.0,1.0
223,203966,0.0,0.0,1.0,1.0
224,201162,0.0,0.0,1.0,1.0
225,204067,0.0,1.0,0.0,1.0
226,1626185,0.0,0.0,1.0,1.0
227,1628386,1.0,0.0,0.0,1.0
228,101127,0.0,1.0,0.0,1.0
229,201160,1.0,0.0,0.0,1.0
230,1891,0.0,1.0,0.0,1.0
231,1628393,0.0,1.0,0.0,1.0
232,1627759,0.0,1.0,0.0,1.0
233,1628537,0.0,1.0,0.0,1.0
234,1628369,0.0,0.0,1.0,1.0
235,201145,0.0,0.0,1.0,1.0
236,201952,0.0,1.0,0.0,1.0
237,203481,1.0,0.0,0.0,1.0
238,203924,0.0,0.0,1.0,1.0
239,202379,0.0,0.0,1.0,1.0
240,203087,0.0,1.0,0.0,1.0
241,202391,0.0,1.0,0.0,1.0
242,1626170,0.0,1.0,0.0,1.0
243,201573,0.0,1.0,0.0,1.0
244,202710,0.0,1.0,0.0,1.0
245,201149,1.0,0.0,0.0,1.0
246,201975,0.0,1.0,0.0,1.0
247,203925,0.0,1.0,0.0,1.0
248,204060,0.0,0.0,1.0,1.0
249,2207,0.0,1.0,0.0,1.0
250,1626202,0.0,1.0,0.0,1.0
251,1627762,1.0,0.0,0.0,1.0
252,203954,1.0,0.0,0.0,1.0
253,203530,1.0,0.0,0.0,1.0
254,1628381,1.0,0.0,0.0,1.0
255,203089,1.0,0.0,0.0,1.0
256,204066,0.0,1.0,0.0,1.0
257,202322,0.0,1.0,0.0,1.0
258,1628405,0.0,0.0,1.0,1.0
259,203948,0.0,0.0,1.0,1.0
260,202720,1.0,0.0,0.0,1.0
261,201973,0.0,0.0,1.0,1.0
262,202685,1.0,0.0,0.0,1.0
263,1626780,0.0,1.0,0.0,1.0
264,1628371,0.0,0.0,1.0,1.0
265,203613,0.0,0.0,1.0,1.0
266,1628395,1.0,0.0,0.0,1.0
267,203903,0.0,1.0,0.0,1.0
268,202348,0.0,1.0,0.0,1.0
269,1626175,1.0,0.0,0.0,1.0
270,101181,0.0,1.0,0.0,1.0
271,1627982,0.0,1.0,0.0,1.0
272,1628404,0.0,1.0,0.0,1.0
273,203962,0.0,1.0,0.0,1.0
274,1628367,0.0,1.0,0.0,1.0
275,203705,0.0,1.0,0.0,1.0
276,201177,1.0,0.0,0.0,1.0
277,1626196,0.0,0.0,1.0,1.0
278,2746,0.0,0.0,1.0,1.0
279,201950,0.0,1.0,0.0,1.0
280,1627823,0.0,0.0,1.0,1.0
281,203944,1.0,0.0,0.0,1.0
282,202933,0.0,1.0,0.0,1.0
283,1626147,0.0,1.0,0.0,1.0
284,203200,0.0,1.0,0.0,1.0
285,1628382,0.0,0.0,1.0,1.0
286,1628383,1.0,0.0,0.0,1.0
287,1626159,0.0,1.0,0.0,1.0
288,203994,1.0,0.0,0.0,1.0
289,1628443,0.0,1.0,0.0,1.0
290,1626157,1.0,0.0,0.0,1.0
291,202695,0.0,0.0,1.0,1.0
292,1627770,0.0,1.0,0.0,1.0
293,203482,1.0,0.0,0.0,1.0
294,1626162,0.0,0.0,1.0,1.0
295,202689,0.0,1.0,0.0,1.0
296,2570,1.0,0.0,0.0,1.0
297,202702,0.0,0.0,1.0,1.0
298,203145,0.0,1.0,0.0,1.0
299,203484,0.0,1.0,0.0,1.0
300,201142,0.0,0.0,1.0,1.0
301,201567,1.0,0.0,0.0,1.0
302,1626172,0.0,0.0,1.0,1.0
303,203920,1.0,0.0,0.0,1.0
304,203114,0.0,0.0,1.0,1.0
305,202691,0.0,1.0,0.0,1.0
306,1628424,0.0,1.0,0.0,1.0
307,201585,1.0,0.0,0.0,1.0
308,1627739,0.0,1.0,0.0,1.0
309,204001,1.0,0.0,0.0,1.0
310,203937,0.0,0.0,1.0,1.0
311,1627858,0.0,1.0,0.0,1.0
312,2594,0.0,1.0,0.0,1.0
313,1628398,0.0,0.0,1.0,1.0
314,200768,0.0,1.0,0.0,1.0
315,203124,1.0,0.0,0.0,1.0
316,202713,0.0,0.0,1.0,1.0
317,202681,0.0,1.0,0.0,1.0
318,200746,0.0,0.0,1.0,1.0
319,202362,0.0,1.0,0.0,1.0
320,202498,0.0,0.0,1.0,1.0
321,204038,0.0,1.0,0.0,1.0
322,203580,0.0,1.0,0.0,1.0
323,1626204,0.0,0.0,1.0,1.0
324,1628374,0.0,0.0,1.0,1.0
325,2544,0.0,1.0,0.0,1.0
326,1628506,0.0,1.0,0.0,1.0
327,1628366,0.0,1.0,0.0,1.0
328,203485,0.0,1.0,0.0,1.0
329,101150,0.0,1.0,0.0,1.0
330,201601,0.0,0.0,1.0,1.0
331,203512,1.0,0.0,0.0,1.0
332,1626242,0.0,1.0,0.0,1.0
333,202337,0.0,0.0,1.0,1.0
334,1628379,0.0,1.0,0.0,1.0
335,1628436,1.0,0.0,0.0,1.0
336,2736,0.0,0.0,1.0,1.0
337,1627781,0.0,1.0,0.0,1.0
338,1627763,0.0,1.0,0.0,1.0
339,1627098,0.0,1.0,0.0,1.0
340,1626259,0.0,0.0,1.0,1.0
341,1627736,0.0,1.0,0.0,1.0
342,1628370,0.0,1.0,0.0,1.0
343,1628493,1.0,0.0,0.0,1.0
344,1938,0.0,1.0,0.0,1.0
345,202705,0.0,1.0,0.0,1.0
346,201188,1.0,0.0,0.0,1.0
347,101162,1.0,0.0,0.0,1.0
348,201158,0.0,1.0,0.0,1.0
349,1627875,0.0,1.0,0.0,1.0
350,202694,0.0,0.0,1.0,1.0
351,1627779,0.0,1.0,0.0,1.0
352,203935,0.0,1.0,0.0,1.0
353,201596,0.0,1.0,0.0,1.0
354,1626209,0.0,1.0,0.0,1.0
355,203900,0.0,1.0,0.0,1.0
356,1628365,0.0,1.0,0.0,1.0
